"ts_number","address","city","county","date","price","details","status","page_number","raw_data","row_index","table_index"
"133675-CA","15000  Sage St","Hesperia","","09/30/2025","","133675-CA 15000  Sage St, Hesperia CA, 92345 09/30/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710  From 07/22/2025 to 09/30/2025","","14","133675-CA 15000  Sage St, Hesperia CA, 92345 09/30/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710  From 07/22/2025 to 09/30/2025","20","1"
"126686-CA","30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PL","Burbank","","09/30/2025","","126686-CA 508N California St, Burbank CA, 91505 09/30/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/12/2025 to 09/30/2025","","14","126686-CA 508N California St, Burbank CA, 91505 09/30/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/12/2025 to 09/30/2025","21","1"
"133553-CA","8948 Sonoma Valley Way","Sacramento","","09/30/2025","","133553-CA 8948 Sonoma Valley Way, Sacramento CA, 95829 09/30/2025 09:00 AM AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814","","14","133553-CA 8948 Sonoma Valley Way, Sacramento CA, 95829 09/30/2025 09:00 AM AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814","22","1"
"130530-CA","37901  Rosemarie St","Palmdale","","09/30/2025","","130530-CA 37901  Rosemarie St, Palmdale CA, 93550 09/30/2025 10:00 AM Behind the fountain located in Civic Center Plaza, 400 Civic Center Plaza, Pomona, CA  91766","","14","130530-CA 37901  Rosemarie St, Palmdale CA, 93550 09/30/2025 10:00 AM Behind the fountain located in Civic Center Plaza, 400 Civic Center Plaza, Pomona, CA  91766","23","1"
"130612-CA","22686  Roundup Way","Apple Valley","","09/30/2025","","130612-CA 22686  Roundup Way, Apple Valley CA, 92308 09/30/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710","","14","130612-CA 22686  Roundup Way, Apple Valley CA, 92308 09/30/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710","24","1"
"130247-CA","806  Atherton Blvd","Brentwood","","09/30/2025","","130247-CA 806  Atherton Blvd, Brentwood CA, 94513 09/30/2025 09:00 AM At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523","","14","130247-CA 806  Atherton Blvd, Brentwood CA, 94513 09/30/2025 09:00 AM At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523","25","1"
"129659-CA","1913 W Valencia Dr","Fullerton","","09/29/2025","","129659-CA 1913 W Valencia Dr, Fullerton CA, 92833 09/29/2025 09:00 AM Auction.com  Room, Hotel Fera Anaheim, a DoubleTree by Hilton – 100 The City Drive, Orange, CA 92868  From 08/29/2025 to 09/29/2025","","15","129659-CA 1913 W Valencia Dr, Fullerton CA, 92833 09/29/2025 09:00 AM Auction.com  Room, Hotel Fera Anaheim, a DoubleTree by Hilton – 100 The City Drive, Orange, CA 92868  From 08/29/2025 to 09/29/2025","1","1"
"130803-CA","25472  Nellie Gail Rd","Anaheim","","09/29/2025","","130803-CA 25472  Nellie Gail Rd, Laguna Hills CA, 92653 09/29/2025 09:00 AM Auction.com  Room, Hotel Fera Anaheim, a DoubleTree by Hilton – 100 The City Drive, Orange, CA 92868  From 08/18/2025 to 09/29/2025","","15","130803-CA 25472  Nellie Gail Rd, Laguna Hills CA, 92653 09/29/2025 09:00 AM Auction.com  Room, Hotel Fera Anaheim, a DoubleTree by Hilton – 100 The City Drive, Orange, CA 92868  From 08/18/2025 to 09/29/2025","2","1"
"130545-CA","1137 Brewley Lane","Vista","","09/29/2025","","130545-CA 1137 Brewley Lane, Vista CA, 92081 09/29/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020  From 08/11/2025 to 09/29/2025","","15","130545-CA 1137 Brewley Lane, Vista CA, 92081 09/29/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020  From 08/11/2025 to 09/29/2025","3","1"
"130717-CA","4770 Castle Ave","San Diego","","09/29/2025","","130717-CA 4768 4770 Castle Ave, San Diego CA, 92105 09/29/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020  From 08/11/2025 to 09/29/2025","","15","130717-CA 4768 4770 Castle Ave, San Diego CA, 92105 09/29/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020  From 08/11/2025 to 09/29/2025","4","1"
"132830-CA","10 Poppy Hills Rd","Laguna Niguel","","09/29/2025","","132830-CA 10 Poppy Hills Rd, Laguna Niguel CA, 92677 09/29/2025 09:00 AM Auction.com  Room, Hotel Fera Anaheim, a DoubleTree by Hilton – 100 The City Drive, Orange, CA 92868  From 08/04/2025 to 09/29/2025","","15","132830-CA 10 Poppy Hills Rd, Laguna Niguel CA, 92677 09/29/2025 09:00 AM Auction.com  Room, Hotel Fera Anaheim, a DoubleTree by Hilton – 100 The City Drive, Orange, CA 92868  From 08/04/2025 to 09/29/2025","5","1"
"131872-CA","408 East Civic Center Drive","Santa Ana","","09/29/2025","","131872-CA 408 East Civic Center Drive 216, Santa Ana CA, 92701 09/29/2025 01:30 PM At the North front entrance to the County Courthouse at 700 Civic Center Drive West, Santa Ana, CA  92701  From 08/25/2025 to 09/29/2025","","15","131872-CA 408 East Civic Center Drive 216, Santa Ana CA, 92701 09/29/2025 01:30 PM At the North front entrance to the County Courthouse at 700 Civic Center Drive West, Santa Ana, CA  92701  From 08/25/2025 to 09/29/2025","6","1"
"131930-CA","100 The City Drive","Lake Forest","","09/29/2025","","131930-CA 21205  Serra Vis, Lake Forest CA, 92630 09/29/2025 09:00 AM Auction.com  Room, Hotel Fera Anaheim, a DoubleTree by Hilton – 100 The City Drive, Orange, CA 92868","","15","131930-CA 21205  Serra Vis, Lake Forest CA, 92630 09/29/2025 09:00 AM Auction.com  Room, Hotel Fera Anaheim, a DoubleTree by Hilton – 100 The City Drive, Orange, CA 92868","7","1"
"132247-CA","906 Taft St","Fairfield","","09/29/2025","","132247-CA 906 Taft St, Fairfield CA, 94533 09/29/2025 09:30 AM OUTSIDE OF SANTA CLARA STREET ENTRANCE TO THE CITY HALL 555 SANTA CLARA STREET, VALLEJO, CA 94590","","15","132247-CA 906 Taft St, Fairfield CA, 94533 09/29/2025 09:30 AM OUTSIDE OF SANTA CLARA STREET ENTRANCE TO THE CITY HALL 555 SANTA CLARA STREET, VALLEJO, CA 94590","8","1"
"134265-CA","4447 E Ridge Gate Road","Anaheim","","09/25/2025","","134265-CA 4447 E Ridge Gate Road, Anaheim CA, 92807 09/25/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866  From 08/21/2025 to 09/25/2025","","15","134265-CA 4447 E Ridge Gate Road, Anaheim CA, 92807 09/25/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866  From 08/21/2025 to 09/25/2025","9","1"
"134266-CA","1405  Pembrooke Lane","Anaheim","","09/25/2025","","134266-CA 1405  Pembrooke Lane, Anaheim CA, 92804 09/25/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866  From 08/21/2025 to 09/25/2025","","15","134266-CA 1405  Pembrooke Lane, Anaheim CA, 92804 09/25/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866  From 08/21/2025 to 09/25/2025","10","1"
"134936-CA","6 Burlwood Dr","San Francisco","","09/25/2025","","134936-CA #6 Burlwood Dr, San Francisco CA, 94127 09/25/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102","","15","134936-CA #6 Burlwood Dr, San Francisco CA, 94127 09/25/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102","11","1"
"134433-CA","166 Bonview Street","San Francisco","","09/25/2025","","134433-CA 166 Bonview Street, San Francisco CA, 94110 09/25/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102","","15","134433-CA 166 Bonview Street, San Francisco CA, 94110 09/25/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102","12","1"
"134959-CA","4894 Geranium Pl","Oakland","","09/25/2025","","134959-CA 4894 Geranium Pl, Oakland CA, 94619 09/25/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612","","15","134959-CA 4894 Geranium Pl, Oakland CA, 94619 09/25/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612","13","1"
"124077-CA","8441 Ancho Way","Sacramento","","09/25/2025","","124077-CA 8441 Ancho Way, Elverta CA, 95626 09/25/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 08/21/2025 to 09/25/2025","","15","124077-CA 8441 Ancho Way, Elverta CA, 95626 09/25/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 08/21/2025 to 09/25/2025","14","1"
"126079-CA","10  Kingsport Dr","Orange","","09/25/2025","","126079-CA 10  Kingsport Dr, Newport Coast CA, 92657 09/25/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866  From 06/26/2025 to 09/25/2025","","15","126079-CA 10  Kingsport Dr, Newport Coast CA, 92657 09/25/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866  From 06/26/2025 to 09/25/2025","15","1"
"129449-CA","846 Golden Pond Dr","Manteca","","09/25/2025","","129449-CA 846 Golden Pond Dr, Manteca CA, 95336 09/25/2025 09:00 AM EAST WEBER AVENUE ENTRANCE, SAN JOAQUIN COUNTY COURTHOUSE, 222 E. WEBER AVENUE, STOCKTON, CA 95202  From 08/28/2025 to 09/25/2025","","15","129449-CA 846 Golden Pond Dr, Manteca CA, 95336 09/25/2025 09:00 AM EAST WEBER AVENUE ENTRANCE, SAN JOAQUIN COUNTY COURTHOUSE, 222 E. WEBER AVENUE, STOCKTON, CA 95202  From 08/28/2025 to 09/25/2025","16","1"
"112857-CA","1027 Portola Drive","San Francisco","","09/25/2025","","112857-CA 1027 Portola Drive, San Francisco CA, 94127 09/25/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102  From 08/21/2025 to 09/25/2025","","15","112857-CA 1027 Portola Drive, San Francisco CA, 94127 09/25/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102  From 08/21/2025 to 09/25/2025","17","1"
"135721-CA","2198 Canal Farm Lane","Merced","","09/24/2025","","135721-CA 2198 Canal Farm Lane, Los Banos CA, 93635 09/24/2025 03:00 PM AT THE WEST 21ST STREET ENTRANCE TO THE MERCED COUNTY COURTS BUILDING, 627 21ST STREET, MERCED, CA 95340","","15","135721-CA 2198 Canal Farm Lane, Los Banos CA, 93635 09/24/2025 03:00 PM AT THE WEST 21ST STREET ENTRANCE TO THE MERCED COUNTY COURTS BUILDING, 627 21ST STREET, MERCED, CA 95340","18","1"
"134203-CA","3383 Andrew Ave","Bakersfield","","09/24/2025","","134203-CA 3383 Andrew Ave, Rosamond CA, 93560 09/24/2025 10:00 AM AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301","","15","134203-CA 3383 Andrew Ave, Rosamond CA, 93560 09/24/2025 10:00 AM AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301","19","1"
"136011-CA","5276 Rooster Dr","San Jose","","09/24/2025","","136011-CA 5276 Rooster Dr, San Jose CA, 95136 09/24/2025 10:00 AM AT THE GATED NORTH MARKET STREET ENTRANCE, SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113","","15","136011-CA 5276 Rooster Dr, San Jose CA, 95136 09/24/2025 10:00 AM AT THE GATED NORTH MARKET STREET ENTRANCE, SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113","20","1"
"120645-CA","22807 Alice Street","Hayward","","08/14/2025","","120645-CA 22807 Alice Street, Hayward CA, 94541 08/14/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612  From 07/09/2025 to 08/14/2025","","15","120645-CA 22807 Alice Street, Hayward CA, 94541 08/14/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612  From 07/09/2025 to 08/14/2025","21","1"
"126303-CA","2080  Bidwell Ave","Chico","","09/24/2025","","126303-CA 2080  Bidwell Ave, Chico CA, 95926 09/24/2025 03:30 PM Outside the Main Entrance to the Butte County Courthouse located at 1 Court Street, Oroville, CA 95965  From 08/20/2025 to 09/24/2025","","15","126303-CA 2080  Bidwell Ave, Chico CA, 95926 09/24/2025 03:30 PM Outside the Main Entrance to the Butte County Courthouse located at 1 Court Street, Oroville, CA 95965  From 08/20/2025 to 09/24/2025","22","1"
"124173-CA","7530 Bowen Cir","Sacramento","","08/14/2025","","124173-CA 7530 Bowen Cir, Sacramento CA, 95822 08/14/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814 365000.00 From 07/10/2025 to 08/14/2025","","15","124173-CA 7530 Bowen Cir, Sacramento CA, 95822 08/14/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814 365000.00 From 07/10/2025 to 08/14/2025","23","1"
"120636-CA","9728 Ernst Rd","Coulterville","","08/14/2025","","120636-CA 9728 Ernst Rd, Coulterville CA, 95311 08/14/2025 10:00 AM OUTSIDE THE MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 5088 BULLION ST., MARIPOSA, CA 95338 28900.00 From 07/10/2025 to 08/14/2025","","15","120636-CA 9728 Ernst Rd, Coulterville CA, 95311 08/14/2025 10:00 AM OUTSIDE THE MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 5088 BULLION ST., MARIPOSA, CA 95338 28900.00 From 07/10/2025 to 08/14/2025","24","1"
"130177-CA","2 Percy St","Los Angeles","","09/24/2025","","130177-CA 3538 3538 1/2 Percy St, Los Angeles CA, 90023 09/24/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/20/2025 to 09/24/2025","","15","130177-CA 3538 3538 1/2 Percy St, Los Angeles CA, 90023 09/24/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/20/2025 to 09/24/2025","25","1"
"130087-CA","4675  Mia Cir","San Jose","","09/24/2025","","130087-CA 4675  Mia Cir, San Jose CA, 95136 09/24/2025 10:00 AM AT THE GATED NORTH MARKET STREET ENTRANCE, SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113  From 07/23/2025 to 09/24/2025","","16","130087-CA 4675  Mia Cir, San Jose CA, 95136 09/24/2025 10:00 AM AT THE GATED NORTH MARKET STREET ENTRANCE, SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113  From 07/23/2025 to 09/24/2025","1","1"
"116589-CA","11323 Blythe St","Pomona","","08/14/2025","","116589-CA 11323 Blythe St, Sun Valley CA, 91352 08/14/2025 10:00 AM Behind the fountain located in Civic Center Plaza, 400 Civic Center Plaza, Pomona, CA  91766  From 07/31/2025 to 08/14/2025","","16","116589-CA 11323 Blythe St, Sun Valley CA, 91352 08/14/2025 10:00 AM Behind the fountain located in Civic Center Plaza, 400 Civic Center Plaza, Pomona, CA  91766  From 07/31/2025 to 08/14/2025","2","1"
"131522-CA","24771 Rosebrugh Ln","Hemet","","09/24/2025","","131522-CA 24771 Rosebrugh Ln, Hemet CA, 92544 09/24/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882  From 08/06/2025 to 09/24/2025","","16","131522-CA 24771 Rosebrugh Ln, Hemet CA, 92544 09/24/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882  From 08/06/2025 to 09/24/2025","3","1"
"128668-CA","1927 Illinois Ave","Santa Rosa","","09/24/2025","","128668-CA 1927 Illinois Ave, Santa Rosa CA, 95401 09/24/2025 10:00 AM IN THE PLAZA AT FREMONT PARK, FREMONT PARK, 860 FIFTH STREET, SANTA ROSA, CA 95401  From 08/27/2025 to 09/24/2025","","16","128668-CA 1927 Illinois Ave, Santa Rosa CA, 95401 09/24/2025 10:00 AM IN THE PLAZA AT FREMONT PARK, FREMONT PARK, 860 FIFTH STREET, SANTA ROSA, CA 95401  From 08/27/2025 to 09/24/2025","4","1"
"131250-CA","134 Beverly Street","San Francisco","","08/14/2025","","131250-CA 134 Beverly Street, San Francisco CA, 94132 08/14/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102  From 07/10/2025 to 08/14/2025","","16","131250-CA 134 Beverly Street, San Francisco CA, 94132 08/14/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102  From 07/10/2025 to 08/14/2025","5","1"
"133227-CA","1609 N Pearl Avenue","Compton","","09/24/2025","","133227-CA 1609 N Pearl Avenue, Compton CA, 90221 09/24/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 07/23/2025 to 09/24/2025","","16","133227-CA 1609 N Pearl Avenue, Compton CA, 90221 09/24/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 07/23/2025 to 09/24/2025","6","1"
"133185-CA","4646 Pentz Rd","Paradise","","09/24/2025","","133185-CA 4646 Pentz Rd, Paradise CA, 95969 09/24/2025 03:30 PM Outside the Main Entrance to the Butte County Courthouse located at 1 Court Street, Oroville, CA 95965  From 07/23/2025 to 09/24/2025","","16","133185-CA 4646 Pentz Rd, Paradise CA, 95969 09/24/2025 03:30 PM Outside the Main Entrance to the Butte County Courthouse located at 1 Court Street, Oroville, CA 95965  From 07/23/2025 to 09/24/2025","7","1"
"125584-CA","12846 Tarragon Way","Riverside","","09/24/2025","","125584-CA 12846 Tarragon Way, Riverside CA, 92503 09/24/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882  From 08/06/2025 to 09/24/2025","","16","125584-CA 12846 Tarragon Way, Riverside CA, 92503 09/24/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882  From 08/06/2025 to 09/24/2025","8","1"
"130025-CA","30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PL","Los Angeles","","09/24/2025","","130025-CA 2256 1/2 W 26Th Pl, Los Angeles CA, 90018 09/24/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","","16","130025-CA 2256 1/2 W 26Th Pl, Los Angeles CA, 90018 09/24/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","9","1"
"130916-CA","30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PL","Inglewood","","08/13/2025","","130916-CA 10421 South 1St Avenue, Inglewood CA, 90303 08/13/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 06/25/2025 to 08/13/2025","","16","130916-CA 10421 South 1St Avenue, Inglewood CA, 90303 08/13/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 06/25/2025 to 08/13/2025","10","1"
"125663-CA","5001  Manchester Ct","Roseville","","08/13/2025","","125663-CA 5001  Manchester Ct, Granite Bay CA, 95746 08/13/2025 10:30 AM OUTSIDE THE MAIN ENTRANCE TO CITY OF ROSEVILLE CIVIC CENTER, 311 VERNON STREET, ROSEVILLE, CA 95678  From 07/09/2025 to 08/13/2025","","16","125663-CA 5001  Manchester Ct, Granite Bay CA, 95746 08/13/2025 10:30 AM OUTSIDE THE MAIN ENTRANCE TO CITY OF ROSEVILLE CIVIC CENTER, 311 VERNON STREET, ROSEVILLE, CA 95678  From 07/09/2025 to 08/13/2025","11","1"
"132517-CA","18027 N Shore Dr","Hidden Valley Lake","","08/12/2025","","132517-CA 18027 N Shore Dr, Hidden Valley Lake CA, 95467 08/12/2025 01:00 PM At the front door to the Lake County Courthouse, 255 Forbes Street, Lakeport, CA 95453","","16","132517-CA 18027 N Shore Dr, Hidden Valley Lake CA, 95467 08/12/2025 01:00 PM At the front door to the Lake County Courthouse, 255 Forbes Street, Lakeport, CA 95453","12","1"
"109842-CA","00 PM At the Fallon Street","Oakland","","08/14/2025","","109842-CA 1444-1146-1450 9 Ave, Oakland CA, 94606 08/14/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612 590860.37 From 07/09/2025 to 08/14/2025","","16","109842-CA 1444-1146-1450 9 Ave, Oakland CA, 94606 08/14/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612 590860.37 From 07/09/2025 to 08/14/2025","13","1"
"133776-CA","8912 Brunswick Avenue","Riverside","","08/13/2025","","133776-CA 8912 Brunswick Avenue, Riverside CA, 92503 08/13/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","","16","133776-CA 8912 Brunswick Avenue, Riverside CA, 92503 08/13/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","14","1"
"133294-CA","4049 E Farmington Rd","Stockton","","08/13/2025","","133294-CA 4049 E Farmington Rd, Stockton CA, 95215 08/13/2025 09:30 AM AT THE EAST WEBER AVENUE ENTRANCE STEPS TO THE SAN JOAQUIN COUNTY COURTHOUSE, 180 EAST WEBER AVE., STOCKTON, CA 95202 178214.78 From 07/30/2025 to 08/13/2025","","16","133294-CA 4049 E Farmington Rd, Stockton CA, 95215 08/13/2025 09:30 AM AT THE EAST WEBER AVENUE ENTRANCE STEPS TO THE SAN JOAQUIN COUNTY COURTHOUSE, 180 EAST WEBER AVE., STOCKTON, CA 95202 178214.78 From 07/30/2025 to 08/13/2025","15","1"
"133514-CA","00 PM AT THE MAIN ENTRANCE TO THE AMADOR COUNTY SUPERIOR COURT","Ione","","08/12/2025","","133514-CA 3436 Camanche Pkwy N, Ione CA, 95640 08/12/2025 12:00 PM AT THE MAIN ENTRANCE TO THE AMADOR COUNTY SUPERIOR COURT, 500 ARGONAUT LN., JACKSON, CA 95642 231138.00","","16","133514-CA 3436 Camanche Pkwy N, Ione CA, 95640 08/12/2025 12:00 PM AT THE MAIN ENTRANCE TO THE AMADOR COUNTY SUPERIOR COURT, 500 ARGONAUT LN., JACKSON, CA 95642 231138.00","16","1"
